Fill , Create Time , Duration Stable , Bfield , Peak Inst Lumi , Peak Pileup , Peak Spec Lumi , Delivered Lumi , Recorded Lumi , Eff By Lumi , Eff By Time , Begin Time , to Ready , End Time , Type , Energy , I Beam1 (x10^11) , I Beam2 (x10^11) , nB1 , nB2 , nCol , nTar , xIng (micro rad) , Injection Scheme , Runs ,Comments, 
5456, 2016.10.27 08:09:23 , 4 hr 10 min ,3.800276085,0.663,0.854,0.132,0.006,0.005,76.951,98.288, 2016.10.27 10:02:52 ,2.506, 2016.10.27 14:12:59 , Proton - PROTON vs PROTON,6499,9.682,10.092,10,10,5,5,0, Single_nominals_10b_5_0_5_MD1814 , 284077 284078  ,, 
5451, 2016.10.26 05:49:45 , 12 hr 05 min ,3.800276085,13645.541,44.026,5.651,385.322,349.952,90.821,93.854, 2016.10.26 08:55:29 ,0.759, 2016.10.26 21:00:18 , Proton - PROTON vs PROTON,6499,2316.03,2343.481,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 284025 284029 284035 284036 284037 284038 284039 284040 284041 284042 284043 284044  ,, 
5450, 2016.10.26 00:20:10 , 3 hr 50 min ,3.800276085,13772.509,44.393,5.709,111.057,106.419,95.824,98.943, 2016.10.26 01:52:23 ,0.846, 2016.10.26 05:42:41 , Proton - PROTON vs PROTON,6499,2316.641,2342.844,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 284006 284014  ,, 
5448, 2016.10.25 05:39:11 , 11 hr 31 min ,3.800276085,13989.892,45.094,5.568,380.033,364.634,95.948,99.373, 2016.10.25 07:29:49 ,0.809, 2016.10.25 19:00:34 , Proton - PROTON vs PROTON,6499,2362.486,2389.952,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283946 283964  ,, 
5446, 2016.10.24 16:33:50 , 9 hr 24 min ,3.800276085,14266.6,45.986,5.483,339.117,322.765,95.178,99.24, 2016.10.24 18:31:22 ,0.939, 2016.10.25 03:55:03 , Proton - PROTON vs PROTON,6499,2435.253,2393.779,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283933 283934  ,, 
5443, 2016.10.23 19:37:38 , 13 hr 54 min ,3.800276085,13371.43,43.101,5.524,416.863,400.05,95.967,99.421, 2016.10.23 23:43:09 ,0.79, 2016.10.24 13:37:32 , Proton - PROTON vs PROTON,6499,2241.96,2269.325,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283884 283885  ,, 
5442, 2016.10.23 01:15:20 , 15 hr 54 min ,3.800276085,14058.845,45.316,5.786,443.264,419.046,94.536,97.615, 2016.10.23 03:37:49 ,0.736, 2016.10.23 19:31:37 , Proton - PROTON vs PROTON,6499,2319.971,2350.683,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283876 283877 283878  ,, 
5441, 2016.10.22 15:22:44 , 7 hr 58 min ,3.800276085,14447.886,46.57,5.884,297.488,271.279,91.19,96.775, 2016.10.22 17:09:41 ,0.736, 2016.10.23 01:07:44 , Proton - PROTON vs PROTON,6499,2331.612,2359.121,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283863 283865  ,, 
5439, 2016.10.21 16:43:12 , 15 hr 60 min ,3.800276085,14069.243,45.35,5.934,417.856,398.803,95.44,98.796, 2016.10.21 20:31:46 ,16.114, 2016.10.22 12:31:22 , Proton - PROTON vs PROTON,6499,2287.658,2319.008,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283820 283830 283834 283835  ,, 
5437, 2016.10.20 23:18:29 , 7 hr 32 min ,3.800276085,13347.041,43.022,5.781,229.831,126.829,55.184,71.712, 2016.10.21 01:11:34 ,0.828, 2016.10.21 08:43:59 , Proton - PROTON vs PROTON,6499,2247.821,2293.411,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283672 283675 283676 283680 283681 283682 283685  ,, 
5433, 2016.10.19 20:26:07 , 8 hr 05 min ,3.800276085,8615.907,30.238,4.005,204.97,175.966,85.85,91.465, 2016.10.19 22:57:10 ,0.831, 2016.10.20 07:02:13 , Proton - PROTON vs PROTON,6499,2039.881,2170.658,2040,2040,2028,2028,140.045, 25ns_2040b_2028_1697_1712_72bpi_30inj , 283548 283549 283550 283551 283553 283560  ,, 
5427, 2016.10.19 01:18:47 , 5 hr 57 min ,3.800276085,14147.872,45.634,5.816,234.161,223.449,95.425,98.843, 2016.10.19 04:12:20 ,0.923, 2016.10.19 10:09:40 , Proton - PROTON vs PROTON,6499,2319.641,2346.462,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283478 283481  ,, 
5426, 2016.10.18 23:30:39 , 0 hr 02 min ,3.800276085,14924.887,48.108,5.848,1.148,0.638,55.564,100, 2016.10.19 01:08:42 ,0.769, 2016.10.19 01:10:18 , Proton - PROTON vs PROTON,6499,2361.8,2411.027,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj ,283469,, 
5424, 2016.10.18 16:41:37 , 2 hr 58 min ,3.800276085,14697.062,47.373,5.825,132.641,126.599,95.445,100, 2016.10.18 19:06:39 ,0.852, 2016.10.18 22:04:55 , Proton - PROTON vs PROTON,6499,2358.495,2388.771,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj ,283453,, 
5423, 2016.10.17 19:31:54 , 18 hr 42 min ,3.800276085,15312.575,49.357,5.916,534.674,498.883,93.306,97.849, 2016.10.17 21:52:59 ,0.879, 2016.10.18 16:34:51 , Proton - PROTON vs PROTON,6499,2382.612,2419.751,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283407 283408 283413 283414 283415 283416  ,, 
5422, 2016.10.17 10:24:59 , 4 hr 58 min ,3.800276085,11.604,20.637,6.157,0.049,0.047,95.597,100, 2016.10.17 14:26:37 ,0.96, 2016.10.17 19:24:43 , Proton - PROTON vs PROTON,6499,2.794,2.832,4,4,4,4,140.045, Single_4b_4_0_0_1bpi_4inj ,283387,, 
5421, 2016.10.16 17:23:12 , 14 hr 24 min ,3.800276085,14854.937,47.882,5.775,458.089,434.59,94.87,98.697, 2016.10.16 19:54:21 ,0.876, 2016.10.17 10:17:55 , Proton - PROTON vs PROTON,6499,2389.347,2399.951,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283353 283358 283359  ,, 
5418, 2016.10.15 19:41:51 , 11 hr 24 min ,3.800276085,13997.281,47.17,5.591,374.442,350.805,93.687,97.701, 2016.10.15 21:40:15 ,0.93, 2016.10.16 09:03:58 , Proton - PROTON vs PROTON,6499,2399.042,2331.092,2220,2124,2112,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283305 283306 283307 283308  ,, 
5416, 2016.10.14 16:51:27 , 23 hr 27 min ,3.800276085,14718.32,47.442,5.69,615.502,594.418,96.575,99.464, 2016.10.14 18:38:48 ,0.893, 2016.10.15 18:05:27 , Proton - PROTON vs PROTON,6499,2382.538,2416.132,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283270 283283  ,, 
5412, 2016.10.14 05:45:47 , 3 hr 14 min ,3.800276085,736.538,52.926,4.284,6.548,6.338,96.798,99.638, 2016.10.14 08:34:57 ,0.734, 2016.10.14 11:48:33 , Proton - PROTON vs PROTON,6499,130.435,133.437,100,100,99,99,140.045, 25ns_100b_99_0_0_48bpi_6inj ,283171,, 
5406, 2016.10.13 02:18:07 , 6 hr 58 min ,3.800276085,14091.603,45.422,5.635,263.804,217.412,82.414,87.713, 2016.10.13 05:04:23 ,0.862, 2016.10.13 12:02:27 , Proton - PROTON vs PROTON,6499,2346.874,2386.275,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283049 283050 283052 283059 283067  ,, 
5405, 2016.10.12 19:39:34 , 4 hr 38 min ,3.800276085,11438.378,36.87,4.589,166.618,152.592,91.582,95.594, 2016.10.12 21:28:02 ,0.783, 2016.10.13 02:06:05 , Proton - PROTON vs PROTON,6499,2328.042,2387.85,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 283040 283041 283042 283043  ,, 
5401, 2016.10.11 22:34:00 , 6 hr 09 min ,3.800276085,12207.171,39.348,5.135,213.063,188.091,88.279,92.95, 2016.10.12 01:26:14 ,0.768, 2016.10.12 07:35:17 , Proton - PROTON vs PROTON,6499,2268.767,2338.886,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 282917 282918 282919 282920 282921 282922 282923 282924  ,, 
5395, 2016.10.11 07:05:35 , 0 hr 59 min ,3.800276085,14293.51,46.073,5.654,45.818,23.728,51.787,52.606, 2016.10.11 10:05:53 ,0.96, 2016.10.11 11:05:18 , Proton - PROTON vs PROTON,6499,2353.685,2393.471,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj ,282842,, 
5394, 2016.10.10 06:18:52 , 16 hr 45 min ,3.800276085,13515.457,43.565,5.277,467.582,441.687,94.462,98.619, 2016.10.10 14:11:52 ,0.785, 2016.10.11 06:57:13 , Proton - PROTON vs PROTON,6499,2370.212,2409.905,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 282799 282800 282807 282814  ,, 
5393, 2016.10.09 10:12:45 , 17 hr 20 min ,3.800276085,14508.695,46.766,5.55,498.806,472.151,94.656,98.55, 2016.10.09 12:40:51 ,0.777, 2016.10.10 06:01:11 , Proton - PROTON vs PROTON,6499,2395.847,2425.833,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 282730 282731 282732 282733 282734 282735  ,, 
5391, 2016.10.09 05:36:45 , 0 hr 52 min ,3.800276085,13891.99,44.789,5.441,38.353,22.224,57.946,60.191, 2016.10.09 08:35:01 ,0.897, 2016.10.09 09:26:45 , Proton - PROTON vs PROTON,6499,2358.151,2412.49,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 282707 282708 282709 282710 282711 282712  ,, 
5386, 2016.10.08 14:24:33 , 6 hr 39 min ,3.800276085,3614.71,43.658,5.132,11.181,10.236,91.555,99.645, 2016.10.08 16:48:14 ,0.995, 2016.10.08 23:27:32 , Proton - PROTON vs PROTON,6499,650.069,660.496,601,601,589,589,140.045, 25ns_601b_589_523_544_96bpi_11inj ,282663,, 
5385, 2016.10.08 08:10:00 , 1 hr 39 min ,3.800276085,47.553,37.587,5.639,0.177,0.151,85.661,92.643, 2016.10.08 12:37:54 ,0.778, 2016.10.08 14:16:54 , Proton - PROTON vs PROTON,6499,10.213,10.179,10,10,9,9,140.045, Single_10b_9_2_2_BSRT_Calib_RampUp , 282649 282650  ,, 
5370, 2016.10.06 08:38:04 , 0 hr 44 min ,3.800276085,9927.438,37.248,4.863,25.009,24.898,99.558,100, 2016.10.06 11:31:25 , n/a , 2016.10.06 12:15:18 , Proton - PROTON vs PROTON,6499,1954.084,2019.909,1908,1908,1896,1908,140.045, 25ns8b4e_1908b_1896_1371_1704_27inj ,282408,, 
5355, 2016.10.02 11:13:21 , 14 hr 15 min ,3.800276085,12997.606,41.896,5.153,405.901,392.597,96.722,100, 2016.10.02 13:48:44 ,0.764, 2016.10.03 04:03:56 , Proton - PROTON vs PROTON,6499,2337.594,2405.599,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj ,282092,, 
5352, 2016.09.30 19:01:24 , 12 hr 58 min ,3.800276085,12984.91,41.855,5.241,383.406,358.306,93.453,98.497, 2016.09.30 21:29:29 ,0.942, 2016.10.01 10:27:54 , Proton - PROTON vs PROTON,6499,2320.637,2379.412,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 282033 282034 282035 282037  ,, 
5351, 2016.09.30 00:53:18 , 15 hr 34 min ,3.800276085,13150.946,42.39,5.074,415.935,393.661,94.645,99.386, 2016.09.30 03:18:54 ,0.798, 2016.09.30 18:52:47 , Proton - PROTON vs PROTON,6499,2317.603,2377.882,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 281974 281975 281976  ,, 
5345, 2016.09.28 09:37:55 , 13 hr 19 min ,3.800276085,13384.146,43.141,5.458,412.844,397.885,96.377,100, 2016.09.28 12:03:51 ,0.732, 2016.09.29 01:22:22 , Proton - PROTON vs PROTON,6499,2504.074,2309.891,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj ,281797,, 
5340, 2016.09.27 07:17:16 , 18 hr 49 min ,3.800276085,13228.258,42.639,5.668,493.585,469.433,95.107,98.859, 2016.09.27 09:46:35 ,0.832, 2016.09.28 04:35:50 , Proton - PROTON vs PROTON,6499,2322.566,2364.276,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 281707 281726 281727  ,, 
5339, 2016.09.26 11:50:46 , 16 hr 30 min ,3.800276085,14363.252,46.297,5.748,495.08,442.174,89.314,95.302, 2016.09.26 14:40:24 ,0.771, 2016.09.27 07:10:35 , Proton - PROTON vs PROTON,6499,2405.032,2450.361,2220,2220,2208,2208,140.045, 25ns_2220b_2208_1940_2036_96bpi_24inj , 281663 281671 281674 281680 281685 281686 281689 281691 281693  ,, 
5338, 2016.09.26 05:52:16 , 4 hr 09 min ,3.800276085,7627.428,46.616,5.368,88.165,77.461,87.859,94.508, 2016.09.26 07:32:11 ,0.842, 2016.09.26 11:41:38 , Proton - PROTON vs PROTON,6499,1256.039,1278.289,1177,1177,1165,1165,140.045, 25ns_1177b_1165_1047_1092_96bpi_15inj , 281638 281639 281640 281641  ,, 
5332, 2016.09.25 11:29:30 , 2 hr 19 min ,3.800276085,2845.555,34.368,4.161,8.499,7.762,91.33,100, 2016.09.25 14:14:46 ,0.768, 2016.09.25 16:33:34 , Proton - PROTON vs PROTON,6499,610.624,645.596,601,601,589,589,140.045, 25ns_601b_589_523_544_96bpi_11inj ,281616,, 
5331, 2016.09.25 03:38:07 , 5 hr 15 min ,3.800276085,698.079,31.631,3.697,11.289,9.561,84.687,98.319, 2016.09.25 06:02:26 ,0.822, 2016.09.25 11:17:38 , Proton - PROTON vs PROTON,6499,175.971,181.975,169,169,157,157,140.045, 25ns_169b_157_114_120_48bpi_6inj ,281613,, 
5330, 2016.09.24 22:32:45 , 2 hr 26 min ,3.800276085,20.192,47.881,4.771,0.139,0.058,41.496,84.283, 2016.09.25 01:04:32 ,0.875, 2016.09.25 03:30:33 , Proton - PROTON vs PROTON,6499,4.878,4.746,4,4,3,3,140.045, Single_4b_3_2_1_1bpi_4inj , 281601 281602 281603 281604  ,, 
5288, 2016.09.09 06:09:21 , 13 hr 37 min ,3.800298857,11882.281,38.3,4.565,401.152,374.332,93.314,97.655, 2016.09.09 08:40:05 ,0.758, 2016.09.09 22:17:31 , Proton - PROTON vs PROTON,6499,2380.852,2417.369,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 280383 280384 280385  ,, 
5287, 2016.09.08 05:28:52 , 21 hr 39 min ,3.800298857,11853.767,38.209,4.579,542.097,505.525,93.254,97.024, 2016.09.08 08:22:11 ,0.801, 2016.09.09 06:01:38 , Proton - PROTON vs PROTON,6499,2381.399,2399.709,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 280327 280330 280349 280361 280363 280364  ,, 
5282, 2016.09.06 12:38:33 , 16 hr 28 min ,3.800298857,12673.313,40.85,4.969,465.257,428.665,92.135,96.471, 2016.09.06 15:13:39 ,3.525, 2016.09.07 07:41:19 , Proton - PROTON vs PROTON,6499,2398.5,2417.291,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 280238 280239 280240 280241 280242 280249 280251  ,, 
5279, 2016.09.05 17:31:14 , 10 hr 46 min ,3.800298857,12358.621,39.836,1.222,339.365,286.479,84.416,86.897, 2016.09.05 20:23:17 ,0.862, 2016.09.06 07:09:10 , Proton - PROTON vs PROTON,6499,2368.385,2392.595,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 280187 280188 280189 280190 280191 280192 280194  ,, 
5277, 2016.09.03 21:47:30 , 24 hr 13 min ,3.800298857,12789.062,49.849,4.964,598.745,522.309,87.234,92.492, 2016.09.04 00:22:30 ,0.884, 2016.09.05 00:35:30 , Proton - PROTON vs PROTON,6499,2419.667,2446.386,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 279993 279994 279995 280001 280002 280006 280007 280013 280014 280015 280016 280017 280018 280019 280020 280021 280022 280023 280024  ,, 
5276, 2016.09.03 11:53:50 , 6 hr 50 min ,3.800298857,13305.108,42.887,5.235,251.927,242.716,96.344,100, 2016.09.03 14:44:14 ,0.768, 2016.09.03 21:33:58 , Proton - PROTON vs PROTON,6499,2416.079,2428.774,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279975,, 
5275, 2016.09.03 06:53:25 , 2 hr 22 min ,3.800298857,12884.997,41.533,5.119,96.429,92.438,95.861,100, 2016.09.03 09:19:37 ,0.743, 2016.09.03 11:41:35 , Proton - PROTON vs PROTON,6499,2410.877,2400.064,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279966,, 
5274, 2016.09.02 07:55:53 , 19 hr 03 min ,3.800298857,11561.473,37.266,4.627,486.428,471.246,96.879,99.921, 2016.09.02 11:36:35 ,0.791, 2016.09.03 06:39:49 , Proton - PROTON vs PROTON,6499,2375.529,2415.377,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279931,, 
5270, 2016.09.01 21:37:47 , 2 hr 05 min ,3.795637882,11429.395,36.841,4.689,77.105,73.197,94.932,98.758, 2016.09.01 23:20:00 ,0.815, 2016.09.02 01:24:51 , Proton - PROTON vs PROTON,6499,2349.605,2386.776,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279887,, 
5267, 2016.09.01 04:48:46 , 10 hr 44 min ,2.437255339,12416.4,40.022,2.454,334.924,191.913,57.3,55.517, 2016.09.01 07:20:21 ,0.742, 2016.09.01 18:04:29 , Proton - PROTON vs PROTON,6499,2452.511,2469.186,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 279844 279845 279846 279848 279849 279850 279851 279852 279853 279854 279855 279856 279857 279858 279859 279860 279861 279862 279864 279865  ,, 
5266, 2016.08.31 12:21:01 , 13 hr 17 min ,3.798901233,10340.275,33.33,4.085,394.738,382.269,96.841,100, 2016.08.31 15:22:13 ,0.867, 2016.09.01 04:39:16 , Proton - PROTON vs PROTON,6499,2397.392,2435.994,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279841,, 
5265, 2016.08.31 06:29:36 , 2 hr 12 min ,3.798901233,12027.35,38.768,4.584,84.812,82.147,96.858,100, 2016.08.31 09:59:36 ,0.805, 2016.08.31 12:11:08 , Proton - PROTON vs PROTON,6499,2443.088,2467.382,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279823,, 
5264, 2016.08.30 21:43:22 , 6 hr 41 min ,3.798901233,11946.2,38.507,4.563,232.032,224.657,96.822,100, 2016.08.30 23:40:06 ,0.761, 2016.08.31 06:21:11 , Proton - PROTON vs PROTON,6499,2434.703,2466.078,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279794,, 
5261, 2016.08.29 18:07:58 , 20 hr 53 min ,3.798901233,12177.237,39.251,4.507,546.543,513.635,93.979,97.349, 2016.08.29 20:20:29 ,0.8, 2016.08.30 17:13:30 , Proton - PROTON vs PROTON,6499,2465.512,2493.649,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 279760 279766 279767  ,, 
5258, 2016.08.28 18:42:27 , 15 hr 01 min ,3.798901233,11511.916,37.107,4.616,411.971,390.352,94.752,98.363, 2016.08.28 22:00:43 ,0.726, 2016.08.29 13:01:51 , Proton - PROTON vs PROTON,6499,2366.247,2393.122,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 279715 279716  ,, 
5257, 2016.08.28 00:37:19 , 14 hr 55 min ,3.798901233,12173.126,39.238,4.743,431.374,414.78,96.153,99.367, 2016.08.28 03:40:19 ,0.825, 2016.08.28 18:34:52 , Proton - PROTON vs PROTON,6499,2393.605,2423.655,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 279691 279694  ,, 
5256, 2016.08.27 20:14:02 , 2 hr 33 min ,3.798901233,11811.066,38.071,4.743,96.376,75.298,78.129,80.856, 2016.08.27 21:55:45 ,0.942, 2016.08.28 00:28:42 , Proton - PROTON vs PROTON,6499,2362.374,2384.79,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 279681 279682 279683 279684 279685  ,, 
5254, 2016.08.27 06:22:00 , 6 hr 16 min ,3.798901233,11858.805,38.225,4.651,216.81,209.589,96.669,100, 2016.08.27 09:07:24 ,0.844, 2016.08.27 15:23:41 , Proton - PROTON vs PROTON,6499,2385.282,2412.803,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279667,, 
5253, 2016.08.26 12:20:13 , 16 hr 11 min ,3.798901233,11678.321,37.643,4.517,447.016,391.644,87.613,90.22, 2016.08.26 14:04:04 ,0.747, 2016.08.27 06:14:58 , Proton - PROTON vs PROTON,6499,2391.021,2435.038,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 279653 279654 279656 279657 279658  ,, 
5251, 2016.08.25 17:07:19 , 7 hr 36 min ,3.798901233,11137.657,35.9,4.413,241.172,232.35,96.342,100, 2016.08.25 21:03:06 ,4.836, 2016.08.26 04:39:07 , Proton - PROTON vs PROTON,6499,2361.127,2395.363,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,279588,, 
5247, 2016.08.25 01:55:56 , 3 hr 06 min ,3.798901233,3185.188,39.203,4.69,7.117,6.395,89.861,70.42, 2016.08.25 04:32:15 ,0.742, 2016.08.25 07:38:11 , Proton - PROTON vs PROTON,6499,632.968,642.715,590,590,578,578,185, 25ns_590b_578_523_544_96bpi_11inj , 279479 279480 279484 279487 279488 279489  ,, 
5246, 2016.08.24 16:38:55 , 1 hr 39 min ,3.798901233,4.294,15.274,3.283,0.022,0,0.04,100, 2016.08.25 00:11:15 ,0.979, 2016.08.25 01:49:45 , Proton - PROTON vs PROTON,6500,9.115,9.08,10,10,2,2,185, Single_10b_2_2_2_7ncoll ,279473,, 
5229, 2016.08.20 20:02:26 , 6 hr 25 min ,3.798901233,10748.275,34.645,4.248,187.982,179.725,95.607,99.018, 2016.08.20 22:07:08 ,0.945, 2016.08.21 04:32:20 , Proton - PROTON vs PROTON,6500,2372.51,2397.662,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 279115 279116  ,, 
5223, 2016.08.19 19:26:21 , 3 hr 07 min ,3.798901233,3871.844,13.588,4.643,14.806,14.144,95.526,100, 2016.08.19 22:41:56 ,0.777, 2016.08.20 01:49:05 , Proton - PROTON vs PROTON,6499,1310.328,1310.373,2040,2040,2028,2028,185, 25ns_2040b_2028_1697_1712_72bpi_30inj ,279080,, 
5222, 2016.08.19 13:03:20 , 3 hr 40 min ,3.798901233,6226.583,21.853,3.898,27.585,26.168,94.862,84.744, 2016.08.19 15:38:59 ,0.902, 2016.08.19 19:19:26 , Proton - PROTON vs PROTON,6499,1788.577,1838.3,2040,2040,2028,2028,185, 25ns_2040b_2028_1697_1712_72bpi_30inj , 279071 279072 279073  ,, 
5219, 2016.08.18 20:31:39 , 5 hr 30 min ,3.798901233,7816.918,27.434,3.395,108.289,94.448,87.219,86.361, 2016.08.18 22:30:43 ,0.814, 2016.08.19 04:00:46 , Proton - PROTON vs PROTON,6500,2160.542,2203.768,2040,2040,2028,2028,185, 25ns_2040b_2028_1697_1712_72bpi_30inj , 279024 279028 279029  ,, 
5213, 2016.08.18 01:07:44 , 0 hr 51 min ,3.798901233,12211.047,39.36,4.572,34.283,32.102,93.638,100, 2016.08.18 04:02:10 ,0.767, 2016.08.18 04:53:19 , Proton - PROTON vs PROTON,6499,2471.013,2438.785,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,278986,, 
5211, 2016.08.17 04:40:19 , 14 hr 50 min ,3.798901233,11940.135,38.487,4.693,430.896,407.259,94.514,98.46, 2016.08.17 07:15:43 ,0.75, 2016.08.17 22:06:10 , Proton - PROTON vs PROTON,6499,2392.936,2391.083,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 278969 278975 278976  ,, 
5210, 2016.08.16 22:36:54 , 3 hr 26 min ,3.798901233,11550.918,37.232,4.709,124.081,114.269,92.092,97.868, 2016.08.17 01:07:31 ,0.737, 2016.08.17 04:33:06 , Proton - PROTON vs PROTON,6499,2340.302,2355.734,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 278962 278963  ,, 
5209, 2016.08.16 19:03:49 , 0 hr 59 min ,3.798901233,11772.679,37.947,4.691,38.707,36.296,93.771,100, 2016.08.16 21:30:23 ,0.86, 2016.08.16 22:29:50 , Proton - PROTON vs PROTON,6499,2372.867,2377.829,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,278957,, 
5206, 2016.08.16 08:43:39 , 2 hr 42 min ,3.798901233,11976.203,38.603,4.589,103.881,99.338,95.626,100, 2016.08.16 12:15:36 ,0.739, 2016.08.16 14:57:14 , Proton - PROTON vs PROTON,6499,2426.589,2420.133,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj ,278923,, 
5205, 2016.08.15 20:28:28 , 9 hr 04 min ,3.798901233,8916.206,36.728,4.497,223.483,200.158,89.563,98.397, 2016.08.15 23:24:48 ,0.865, 2016.08.16 08:28:31 , Proton - PROTON vs PROTON,6499,1863.141,1982.712,1740,1836,1728,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 278873 278874 278875  ,, 
5199, 2016.08.14 07:10:18 , 21 hr 28 min ,3.798901233,11150.677,35.942,4.543,519.335,482.405,92.889,96.154, 2016.08.14 10:59:37 ,0.994, 2016.08.15 08:27:16 , Proton - PROTON vs PROTON,6499,2339.55,2348.146,2220,2220,2208,2208,185, 25ns_2220b_2208_1940_2036_96bpi_24inj , 278820 278821 278822  ,, 
5198, 2016.08.13 11:58:46 , 16 hr 20 min ,3.798901233,11739.759,38.682,4.663,448.123,408.693,91.201,97.016, 2016.08.13 14:42:33 ,0.808, 2016.08.14 07:02:06 , Proton - PROTON vs PROTON,6499,2334.011,2335.682,2172,2172,2160,2160,185, 25ns_2172b_2160_1855_1948_96bpi_24inj , 278801 278802 278803 278804 278805 278806 278807 278808  ,, 
5197, 2016.08.13 04:02:37 , 5 hr 14 min ,3.798901233,11441.501,37.7,4.591,182.217,172.028,94.409,98.913, 2016.08.13 06:37:56 ,0.854, 2016.08.13 11:52:15 , Proton - PROTON vs PROTON,6499,2327.335,2333.898,2172,2172,2160,2160,185, 25ns_2172b_2160_1855_1948_96bpi_24inj , 278769 278770  ,, 
